,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
13682, Chih-yun LAI ,TPE,20,Asian Youth Championship - Singapore (SGP) 2011,lead,Youth B Female
13683, Smera JAYADEVA ,IND,21,Asian Youth Championship - Singapore (SGP) 2011,lead,Youth B Female
13684, Afandi ACHMAD ,INA,1,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13685, Iman EHSANIFARD ,IRI,2,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13686, Mohsen ASGHARIKHIABAN ,IRI,3,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13687, Ka-chun YAU ,HKG,4,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13688, Alexandr KARKLINAITIS ,KAZ,5,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13689, Abdul Malek MUHD FAIZEEN ,SGP,6,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13690, Amom Pushpakanta SINGH ,IND,7,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13691, Mohammed HANZALAH ,SGP,8,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13692, Mohammadhesam BAGHERI ,IRI,9,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13693, Alireza AMIRIAN ,IRI,10,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13694, Justin TAN HONNG TZE ,SGP,11,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13695, Sungjoon CHAE ,KOR,12,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13696, Mohammadsadegh YOSEFI ,IRI,13,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13697, Artur OSMOLOVSKIY ,KAZ,14,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13698, Mohd Yusoff MUHD RAMDHAN ,SGP,15,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13699, Sandeep MAITY ,IND,16,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Male
13700, Sabri SABRI ,INA,1,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13701, Yerassyl MURAT ,KAZ,2,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13702, Vladimir ARKHIPOV ,KAZ,3,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13703, Amir MAIMURATOV ,KAZ,4,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13704, Ruizhi CHEN ,CHN,5,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13705, Reza ALIPOUR SHENAZANDIFARD ,IRI,6,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13706, Khairul MUHD ,SGP,7,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13707, Muhindro Singh LAMABAM  ,IND,8,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13708, Surjit Singh KANGUJAM ,IND,9,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13709, Islami YUSUF ,INA,10,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13710, Bing Han KWEK ,SGP,11,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13711, Chin Siang ANG  ,SGP,12,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13712, Mohd Ismail MUHD FITRI ,SGP,13,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13713, Iman KAMALI ,IRI,14,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13714, Chi-fung AU ,HKG,15,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13715, Roman KOVALYEV ,KGZ,16,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13716, Mohd Razib MUHAMMAD AZEEM ,SGP,17,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13717, Tzu-hsiang CHIN ,TPE,18,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13718, Mohd DANIAL ,SGP,19,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13719, Asthwit CHIMKHAI ,THA,20,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13720, Ali NAJAFI ,IRI,21,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13721, Mohammadreza BIGDELI ,IRI,22,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13722, Beiji LI ,CHN,23,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Male
13723, Alfian MUHAMMAD FAJRI ,INA,1,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13724, Fatchur ROJI ,INA,2,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13725, Thattana RAKSACHAT ,THA,3,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13726, Sebastian Zai De TAM ,HKG,4,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13727, Mimar Singh HUININGSHUBAM ,IND,5,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13728, Wen-chieh WU ,TPE,6,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13729, Sagzhan RAKYSHEV ,KAZ,7,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13730, Xinhe LAM ,SGP,8,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13731, Winai RUANGRIT ,THA,9,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13732, Devi Z DESKY ZUKFI  ,SGP,10,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13733," Kenneth, Yang Jie LIM ",SGP,11,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13734, Khin Yue LOH ,SGP,12,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13735, Pichai PATHANAWIBUL ,THA,13,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13736, Alexandr KUGUYENKO ,KAZ,14,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13737, Ko-cheng LIN ,TPE,15,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13738, Yao-cheng CHAN ,TPE,16,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13739, Lim Junwei KESTON  ,SGP,17,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13740, Mohammadhossein DASTRANJ ,IRI,18,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Male
13741, Janice NG LI ,SGP,1,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13742, Abdul Rochman SYARIFAH ,INA,2,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13743, Zhaina MYRZAKHANOVA ,KAZ,3,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13744, Raushan KENZHEAKHMETOVA ,KAZ,4,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13745, Fatemeh JAFARI MAHMODABADI ,IRI,5,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13746, Hsiu-ju LIN ,TPE,6,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13747, Samira AFZALI KAKH ,IRI,7,Asian Youth Championship - Singapore (SGP) 2011,speed,Juniors Female
13748, Zuyina ULFATI ,INA,1,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13749, Chea MARAK ,IND,2,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13750, Pratthana RAKSACHAT ,THA,3,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13751, Xeniya STRELTSOVA ,KAZ,4,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13752, Maudila TANNIA ,INA,5,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13753, Zhanna MOLCHANOVA ,KAZ,6,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13754, Araylim BEKENOVA ,KAZ,7,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13755, Bin Bin ZHANG  ,SGP,8,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13756, Wing-yu WU ,HKG,9,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13757, Namita Tukaram SAWANT ,IND,10,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13758, Charita VENKATESH ,IND,11,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth A Female
13759, Assel MARLENOVA ,KAZ,1,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13760, Yelena GRUNYASHINA ,KAZ,2,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13761, Vera BOGOLIUBOVA ,KGZ,3,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13762, Alina NOKHRINA ,KAZ,4,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13763," Tsz Ching, Ophelia MOK ",HKG,5,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13764, Anastasiia SHEVTSOVA ,KGZ,6,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13765, Li Ling LEE ,SGP,7,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13766, Ke LI ,CHN,8,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13767, Parnia ROUHOLFADA ,IRI,9,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13768, Pankaew PLYPOOLSUP ,THA,10,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13769, Wei Lin KOH ,SGP,11,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13770, Felicia TEO XIN YUN  ,SGP,12,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13771, Yusri NADRAH ,SGP,13,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13772, Zaidey SITI NURHAZLIN ,SGP,14,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13773, Flavia Pereira SONALI ,IND,15,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13774, Chih-yun LAI ,TPE,16,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13775, Smera JAYADEVA ,IND,17,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13776, Siddhi Shekhar MANERIKAR  ,IND,18,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13777, Di NIU ,CHN,19,Asian Youth Championship - Singapore (SGP) 2011,speed,Youth B Female
13778, Marcin DZIENSKI ,POL,1,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Male
13779, Yaroslav TOPAL ,UKR,2,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Male
13780, Yaroslav GONTARYK ,UKR,3,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Male
13781, Hubert STYLA ,POL,4,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Male
13782, Hubert PRZYTULA ,POL,5,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Male
13783, Simon BOSLER ,GER,6,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Male
13784, Rafal HALASA ,POL,1,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13785, Jakub KOZLOWSKI ,POL,2,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13786, Maciej STYLA ,POL,3,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13787, Michal LEWICKI ,POL,4,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13788, Jacek KACZANOWSKI ,POL,5,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13789, Michal SZEREMETA ,POL,6,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13790, Tomas ZAK ,CZE,7,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Male
13791, Radovan SIFRA ,CZE,1,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13792, Jan KRIZ ,CZE,2,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13793, Karol DENIS ,POL,3,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13794, Joshua BOSLER ,GER,4,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13795, Michal WOJEWODZKI ,POL,5,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13796, Dominik KMAK ,POL,6,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13797, Miroslav DOSEDEL ,CZE,7,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13798, Hubert TOBIASZ ,POL,8,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13799, Jakub Jiri SVUB ,SVK,9,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13800, Igor FOJCIK ,POL,10,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13801, Jan DOSEDEL ,CZE,11,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Male
13802, Karina MIROSLAW ,POL,1,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Female
13803, Katarzyna WICHA ,POL,2,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Female
13804, Stefanie PICHLER ,AUT,3,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Female
13805, Agnieszka TRACZ ,POL,4,European Youth Cup (S) - Tarnow (POL) 2011,speed,Juniors Female
13806, Aleksandra MIROSLAW ,POL,1,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Female
13807, Izabela JANIS ,POL,2,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Female
13808, Anna BROZEK ,POL,3,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Female
13809, Anja SCHREIBER ,GER,4,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Female
13810, Eva KRIZOVA ,CZE,5,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth A Female
13811, Petra VOJIROVA ,CZE,1,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Female
13812, Alexandra ELMER ,AUT,2,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Female
13813, Hanne SCHÄCHTELE ,GER,3,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Female
13814, Patrycja CHUDZIAK ,POL,4,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Female
13815, Veronika SCHEUEROVA ,CZE,5,European Youth Cup (S) - Tarnow (POL) 2011,speed,Youth B Female
13816, Max RUDIGIER ,AUT,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13817, Franz KRAKENBERGER ,SUI,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13818, Stefano GHISOLFI ,ITA,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13819, Jure RAZTRESEN ,SLO,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13820, Urban PRIMOZIC ,SLO,5,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13821, Izidor ZUPAN ,SLO,6,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13822, Stephan DE ZOLT ,ITA,7,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13823, Tim REUSER ,NED,8,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13824, Charli BLEIN ,FRA,9,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13825, Edward HAMER ,GBR,10,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13826, Jan HOJER ,GER,11,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13827, Sébastien BERTHE ,BEL,12,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13828, Marcello BOMBARDI ,ITA,13,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13829, Luke TILLEY ,GBR,14,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13830, Jonathan STOCKING ,GBR,15,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13831, Kevin HEINIGER ,SUI,16,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13832, Tomas BINTER ,CZE,17,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13833, Corentin RIO ,FRA,18,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13834, Léon GENECAND ,SUI,19,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13835, Ashleigh WOLSEY-HEARD ,GBR,20,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Juniors Male
13836, Max RUDIGIER ,AUT,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13837, Franz KRAKENBERGER ,SUI,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13838, Stefano GHISOLFI ,ITA,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13839, Jure RAZTRESEN ,SLO,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13840, Urban PRIMOZIC ,SLO,5,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13841, Izidor ZUPAN ,SLO,6,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13842, Stephan DE ZOLT ,ITA,7,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",lead,Youth A Male
13843, Leonardo GONTERO ,ITA,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Male
13844, Simon BOSLER ,GER,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Male
13845, Stefano GHISOLFI ,ITA,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Male
13846, Hubert STYLA ,POL,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Male
13847, Quentin NAMBOT ,FRA,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Male
13848, Guillaume MORO ,FRA,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Male
13849, Rafal HALASA ,POL,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Male
13850, Maciej STYLA ,POL,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Male
13851, Alessandro SANTONI ,ITA,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Male
13852, Jan KRIZ ,CZE,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Male
13853, Joshua BOSLER ,GER,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Male
13854, Gian-luca GRICHTING ,SUI,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Male
13855, Radovan SIFRA ,CZE,5,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Male
13856, Sergei SKORODUMOV ,RUS,6,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Male
13857, Margot HEITZ ,FRA,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Female
13858, Stefanie PICHLER ,AUT,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Female
13859, Petra KLINGLER ,SUI,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Female
13860, Karina MIROSLAW ,POL,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Juniors Female
13861, Aleksandra MIROSLAW ,POL,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13862, Anouck JAUBERT ,FRA,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13863, Maria BOLGOVA ,RUS,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13864, Stefanie GRICHTING ,SUI,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13865, Natalie BÄRTSCHI ,SUI,5,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13866, Anja SCHREIBER ,GER,6,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13867, Eva KRIZOVA ,CZE,7,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13868, Esther BRUCKNER ,FRA,8,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth A Female
13869, Alexandra ELMER ,AUT,1,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13870, Hanne SCHÄCHTELE ,GER,2,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13871, Chiara ROGORA ,ITA,3,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13872, Ekaterina DOROSHINA ,RUS,4,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13873, Kira LOGVENOVA ,RUS,5,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13874, Stasa GEJO ,SRB,6,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13875, Lara JURISA ,CRO,7,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13876, Margaux DESCHAMPS ,FRA,8,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13877, Veronika SCHEUEROVA ,CZE,9,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13878, Laura HORVATH ,HUN,10,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13879, Antonia Ioana TRIFU ,ROU,11,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",speed,Youth B Female
13880, Viacheslav VEDENCHUK ,RUS,1,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13881, Leonardo GONTERO ,ITA,2,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13882, Yaroslav TOPAL ,UKR,3,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13883, Arseniy KURUNOV ,RUS,4,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13884, Stefano GHISOLFI ,ITA,5,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13885, Simon BOSLER ,GER,6,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13886, Clement CAILLEUX ,FRA,7,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13887, Marcin DZIENSKI ,POL,8,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13888, Máté GÁL ,HUN,9,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13889, Paweł SIKORA ,POL,10,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13890, Vincent CHAVOT ,FRA,11,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13891, Hubert STYLA ,POL,12,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13892, Hubert PRZYTULA ,POL,13,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Male
13893, Konstantin PAYL ,RUS,1,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13894, Rafal HALASA ,POL,2,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13895, Nikolay FEDOROV ,RUS,3,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13896, Guillaume MORO ,FRA,4,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13897, Amir MAIMURATOV ,KAZ,5,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13898, Quentin NAMBOT ,FRA,6,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13899, Maciej STYLA ,POL,7,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13900, Maksym UNGURYAN ,UKR,8,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13901, Jakub KOZLOWSKI ,POL,9,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13902, Tomasz SORDYL ,POL,10,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13903, Oleksiy BUK ,UKR,11,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13904, Jacek KACZANOWSKI ,POL,12,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13905, Michal LEWICKI ,POL,13,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Male
13906, Alessandro SANTONI ,ITA,1,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13907, Jan KRIZ ,CZE,2,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13908, Joshua BOSLER ,GER,3,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13909, Gian-luca GRICHTING ,SUI,4,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13910, Levin BALTENSPERGER ,SUI,5,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13911, Karol DENIS ,POL,6,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13912, Jakub HARANCZYK ,POL,7,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13913, Egor KRYACHKOV ,RUS,8,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth B Male
13914, Margot HEITZ ,FRA,1,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13915, Anna TSYGANOVA ,RUS,2,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13916, Ekaterina NOVITSKAIA ,RUS,3,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13917, Karina MIROSLAW ,POL,4,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13918, Nataliia STEPANOVA ,RUS,5,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13919, Stefanie PICHLER ,AUT,6,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13920, Marie DA SILVA TORTOSA ,FRA,7,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Juniors Female
13921, Aleksandra MIROSLAW ,POL,1,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
13922, Esther BRUCKNER ,FRA,2,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
13923, Izabela JANIS ,POL,3,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
13924, Margaryta YELKINA ,UKR,4,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
13925, Nina LACH ,AUT,5,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
13926, Adeline BONNACORSI ,FRA,6,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
13927, Oleksandra TYKHONOVA ,UKR,7,European Youth Cup (S) - Chamonix (FRA) 2011,speed,Youth A Female
