,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
10592, Monica ZEILEMAKER ,NED,28,UIAA Worldcup - Aviles (ESP) 2003,lead,Women
10593, Francis RODRIGUEZ ,VEN,30,UIAA Worldcup - Aviles (ESP) 2003,lead,Women
10594, Bai-le HUANG ,TPE,31,UIAA Worldcup - Aviles (ESP) 2003,lead,Women
10595, Salavat RAKHMETOV ,RUS,1,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10596, Daniel DU LAC ,FRA,2,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10597, Kilian FISCHHUBER ,AUT,3,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10598, Wouter JONGENEELEN ,NED,4,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10599, Jérôme MEYER ,FRA,5,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10600, Tomasz OLEKSY ,POL,6,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10601, Stefano GHIDINI ,ITA,7,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10602, Evgeny OVCHINNIKOV ,RUS,8,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10603, Serik KAZBEKOV ,UKR,9,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10604, Ludovic LAURENCE ,FRA,10,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10605, Mathieu DUTRAY ,FRA,11,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10606, Stephane JULIEN ,FRA,12,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10607, Michele CAMINATI ,ITA,13,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10608, Lucas PRETI ,ITA,14,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10609, Loïc GAIDIOZ ,FRA,15,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10610, Georgos PROGULAKIS ,ITA,16,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10611, Matthias MÜLLER ,SUI,17,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10612, Karsten BOROWKA ,GER,18,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10613, Luca PARISSE ,ITA,19,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10614, Riccardo SCARIAN ,ITA,20,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10615, Chris GRAHAM ,GBR,21,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10616, Heiko WILHELM ,AUT,22,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10617, Christian CORE ,ITA,23,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10618, Urh CEHOVIN ,SLO,24,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10619, Alessandro GANDOLFO ,ITA,25,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10620, Géraud FANGUIN ,FRA,26,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10621, Jurij GOLOB ,SLO,27,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10622, Severin NOVIANT ,FRA,28,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10623, David GISLER ,SUI,29,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10624, Andrew EARL ,GBR,30,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10625, Christian BENK ,GER,31,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10626, Daniel JUNG ,GER,32,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10627, Raphaël LACHAT ,SUI,32,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10628, Mark CROXALL ,GBR,34,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10629, Radovah SOUCEK ,CZE,35,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10630, Tom SUGDEN ,GBR,35,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10631, Benoit SABTHIER ,FRA,37,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10632, Dmytro KONOVALOV ,UKR,38,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10633, Luca GIUPPONI ,ITA,39,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10634, Bernhard SCHIESTL ,AUT,40,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10635, Thorsten NEUHAUS ,GER,41,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10636, Bart VAN RAAIJ ,NED,42,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10637, Jeroen JONGENEELEN ,NED,43,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Men
10638, Sandrine LEVET ,FRA,1,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10639, Juliette DANION ,FRA,2,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10640, Olga BIBIK ,RUS,3,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10641, Nataliya PERLOVA ,UKR,4,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10642, Yulia ABRAMCHUK ,RUS,5,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10643, Barbara BACHER ,AUT,6,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10644, Vera KOTASOVA-KOSTRUHOVA ,CZE,7,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10645, Corinne THEROUX ,FRA,8,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10646, Giulia GIAMMARCO ,ITA,9,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10647, Mélanie SON ,FRA,10,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10648, Myriam MOTTEAU ,FRA,11,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10649, Isabelle BIHR ,FRA,12,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10650, Stefania DE GRANDI ,ITA,13,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10651, Isabella RITSCH ,AUT,14,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10652, Giovanna POZZOLI ,ITA,15,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10653, Irene PIEPER ,NED,16,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10654, Luisa IOVANE ,ITA,17,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10655, Emma HAWKE ,NZL,18,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10656, Jen LEMAIRE ,USA,19,UIAA Worldcup - Rovereto (ITA) 2003,boulder,Women
10657, Ramón JULIAN  PUIGBLANQUE ,ESP,1,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10658, Alexandre CHABOT ,FRA,2,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10659, François AUCLAIR ,FRA,3,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10660, Michaël FUSELIER ,FRA,4,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10661, Yevgen KRYVOSHEYTSEV ,UKR,5,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10662, Patxi USOBIAGA LAKUNZA ,ESP,6,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10663, Iouri DOULOUB ,RUS,7,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10664, Gérome POUVREAU ,FRA,8,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10665, David CAUDE ,FRA,9,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10666, Eduard MARIN GARCIA ,ESP,9,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10667, Evgeny OVCHINNIKOV ,RUS,11,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10668, Flavio CRESPI ,ITA,12,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10669, Sylvain MILLET ,FRA,12,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10670, Timo PREUSSLER ,GER,12,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10671, Kilian FISCHHUBER ,AUT,15,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10672, Bernardino LAGNI ,ITA,16,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10673, Sean MCCOLL ,CAN,16,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10674, Andreas BINDHAMMER ,GER,18,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10675, Christian BINDHAMMER ,GER,19,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10676, Reinhard FICHTINGER ,AUT,19,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10677, Peter BOSMA ,SWE,21,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10678, Alberto GNERRO ,ITA,21,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10679, Markus HOPPE ,GER,23,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10680, Tomaz VALJAVEC ,SLO,23,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10681, Tomás MRÁZEK ,CZE,25,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10682, Klemen BECAN ,SLO,26,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10683, Matej SOVA ,SLO,26,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10684, Vadim VINOKUR ,USA,28,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10685, Luca ZARDINI ,ITA,28,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10686, Thomas CALEYRON ,FRA,30,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10687, Jürgen REIS ,AUT,30,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10688, Roberto COLONETTI ,ITA,32,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10689, Martin JAGGI ,SUI,32,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10690, Christian SORDO ,ITA,32,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10691, Thomas ACHERMANN ,SUI,35,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10692, Andre BOROWKA ,GER,35,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10693, Mike DOYLE ,CAN,37,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10694, Igor GUSAK ,UKR,37,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10695, Romain DESGRANGES ,FRA,39,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10696, Tobias GARTMANN ,GER,39,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10697, Blaz RANT ,SLO,41,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10698, Casper TEN SIJTHOFF ,NED,41,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10699, Cody ROTH ,USA,43,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10700, Oliver TALON ,FRA,43,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10701, Xianghua DING ,CHN,45,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10702, Lei ZHAO ,CHN,45,UIAA Worldcup - Aprica (ITA) 2003,lead,Men
10703, Angela EITER ,AUT,1,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10704, Sandrine LEVET ,FRA,2,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10705, Muriel SARKANY ,BEL,3,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10706, Chloé MINORET ,FRA,4,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10707, Caroline CIAVALDINI ,FRA,5,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10708, Alexandra EYER ,SUI,6,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10709, Barbara BACHER ,AUT,7,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10710, Damaris KNORR ,GER,8,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10711, Ana KOSMAC ,SLO,9,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10712, Bettina SCHÖPF ,AUT,10,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10713, Martina CUFAR ,SLO,11,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10714, Tereza KYSILKOVA ,CZE,12,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10715, Olena OSTAPENKO ,UKR,13,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10716, Eva Elez MUÑOZ ,ESP,14,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10717, Jenny LAVARDA ,ITA,15,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10718, Emilie POUGET ,FRA,16,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10719, Delphine MARTIN ,FRA,17,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10720, Stéphanie LOUIS ,SUI,18,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10721, Katja VIDMAR ,SLO,19,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10722, Maja STREMFELJ ,SLO,20,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10723, Lucka FRANKO ,SLO,21,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10724, Ingela NILSSON ,SWE,22,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10725, Luisa IOVANE ,ITA,23,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10726, Sarah LAGOFFUN ,FRA,24,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10727, Li-ping HUANG ,CHN,25,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10728, Gerda RAFFETSEDER ,AUT,26,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10729, Chunhua LI ,CHN,27,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10730, Bai-le HUANG ,TPE,28,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10731, Sabine KNABL ,AUT,28,UIAA Worldcup - Aprica (ITA) 2003,lead,Women
10732, Ramón JULIAN  PUIGBLANQUE ,ESP,1,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10733, François AUCLAIR ,FRA,2,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10734, Evgeny OVCHINNIKOV ,RUS,3,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10735, Flavio CRESPI ,ITA,4,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10736, Sylvain MILLET ,FRA,5,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10737, Tomás MRÁZEK ,CZE,6,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10738, Michaël FUSELIER ,FRA,7,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10739, Christian BINDHAMMER ,GER,8,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10740, Timo PREUSSLER ,GER,9,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10741, Patxi USOBIAGA LAKUNZA ,ESP,10,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10742, Luca ZARDINI ,ITA,11,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10743, Andreas BINDHAMMER ,GER,12,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10744, Maksym PETRENKO ,UKR,13,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10745, Cody ROTH ,USA,14,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10746, Alexandre CHABOT ,FRA,15,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10747, Jorg VERHOEVEN ,NED,16,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10748, Vadim VINOKUR ,USA,17,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10749, Gérome POUVREAU ,FRA,18,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10750, Bernardino LAGNI ,ITA,19,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10751, Tomaz VALJAVEC ,SLO,20,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10752, Markus HOPPE ,GER,21,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10753, Reinhard FICHTINGER ,AUT,22,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10754, Iouri DOULOUB ,RUS,23,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10755, David CAUDE ,FRA,24,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10756, Juraj REPCIK ,SVK,25,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10757, Klemen BECAN ,SLO,26,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10758, Marek LEITMAN ,SVK,27,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10759, Eduard MARIN GARCIA ,ESP,27,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10760, Casper TEN SIJTHOFF ,NED,29,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10761, Martin FOJTIK ,CZE,30,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10762, François LEGRAND ,FRA,30,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10763, Tobias GARTMANN ,GER,32,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10764, Radim NOSEK ,CZE,32,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10765, Blaz RANT ,SLO,34,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10766, Luka ZAZVONIL ,SLO,34,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10767, Andre BOROWKA ,GER,36,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10768, Matej SOVA ,SLO,37,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10769, Igor GUSAK ,UKR,38,UIAA Worldcup - Prague (CZE) 2003,lead,Men
10770, Sandrine LEVET ,FRA,1,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10771, Angela EITER ,AUT,2,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10772, Caroline CIAVALDINI ,FRA,3,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10773, Barbara BACHER ,AUT,4,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10774, Muriel SARKANY ,BEL,5,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10775, Damaris KNORR ,GER,6,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10776, Delphine MARTIN ,FRA,7,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10777, Bettina SCHÖPF ,AUT,8,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10778, Sona HNIZDILOVA ,CZE,9,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10779, Katja VIDMAR ,SLO,10,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10780, Jenny LAVARDA ,ITA,11,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10781, Lucka FRANKO ,SLO,12,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10782, Tereza KYSILKOVA ,CZE,13,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10783, Gerda RAFFETSEDER ,AUT,13,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10784, Eva ELEZ ,ESP,15,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10785, Ana KOSMAC ,SLO,16,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10786, Ingela NILSSON ,SWE,17,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10787, Zuzana CINTALOVA ,SVK,18,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10788, Maja STREMFELJ ,SLO,19,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10789, Lucie RAJFOVA ,CZE,20,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10790, Katarina CINTALOVA ,SVK,21,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10791, Sabine KNABL ,AUT,21,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10792, Olena OSTAPENKO ,UKR,23,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10793, Sabine BACHER ,AUT,24,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10794, Bai-le HUANG ,TPE,25,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10795, Helena LIPENSKA ,CZE,26,UIAA Worldcup - Prague (CZE) 2003,lead,Women
10796, Alexandre CHABOT ,FRA,1,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10797, Evgeny OVCHINNIKOV ,RUS,2,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10798, Ramón JULIAN  PUIGBLANQUE ,ESP,3,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10799, Cédric LACHAT ,SUI,4,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10800, Fabien DUGIT ,FRA,5,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10801, Andreas BINDHAMMER ,GER,6,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10802, Romain PAGNOUX ,FRA,7,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10803, Christian BINDHAMMER ,GER,8,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10804, Iouri DOULOUB ,RUS,9,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10805, Peter BOSMA ,SWE,10,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10806, Anthony SAPEY ,SUI,10,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10807, Michaël FUSELIER ,FRA,12,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10808, Sylvain MILLET ,FRA,13,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10809, François AUCLAIR ,FRA,14,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10810, Patxi USOBIAGA LAKUNZA ,ESP,14,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10811, Maksym PETRENKO ,UKR,16,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10812, Nicolas FAVRESSE ,BEL,17,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10813, Thomas WIKI ,FRA,17,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10814, Flavio CRESPI ,ITA,19,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10815, David CAUDE ,FRA,20,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10816, Bernardino LAGNI ,ITA,21,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10817, Remi SAMYN ,FRA,22,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10818, Casper TEN SIJTHOFF ,NED,23,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10819, Vadim VINOKUR ,USA,24,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10820, Gérome POUVREAU ,FRA,25,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10821, César Ciudad MANZANEDO ,ESP,26,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10822, Flavien GUERIMAND ,FRA,27,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10823, Thomas CALEYRON ,FRA,28,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10824, Eduard MARIN GARCIA ,ESP,28,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10825, Romain DESGRANGES ,FRA,30,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10826, Romain CABESSUT ,FRA,31,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10827, Luca ZARDINI ,ITA,31,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10828, Matej SOVA ,SLO,33,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10829, Thomas ACHERMANN ,SUI,34,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10830, Tomaz VALJAVEC ,SLO,35,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10831, Markus HOPPE ,GER,36,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10832, Martin JAGGI ,SUI,37,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10833, Yannick LEGRAND ,FRA,38,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10834, Roman FELIX ,SUI,39,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10835, Alberto GNERRO ,ITA,39,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10836, François LEGRAND ,FRA,39,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10837, Stephane DUGIT ,FRA,42,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10838, David LAURENT ,FRA,42,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10839, Oliver TALON ,FRA,44,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10840, Lei ZHAO ,CHN,44,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10841, Klemen BECAN ,SLO,46,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10842, Cody ROTH ,USA,46,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10843, Xianghua DING ,CHN,48,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10844, Reinhard FICHTINGER ,AUT,48,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10845, Nicolas NASTROG ,FRA,48,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10846, Igor GUSAK ,UKR,51,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10847, Blaz RANT ,SLO,51,UIAA Worldcup - Valence (FRA) 2003,lead,Men
10848, Angela EITER ,AUT,1,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10849, Muriel SARKANY ,BEL,2,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10850, Sandrine LEVET ,FRA,3,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10851, Caroline CIAVALDINI ,FRA,4,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10852, Barbara BACHER ,AUT,5,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10853, Chloé MINORET ,FRA,5,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10854, Jenny LAVARDA ,ITA,7,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10855, Alizée DUFRAISSE ,FRA,8,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10856, Florence PINET ,FRA,9,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10857, Lucka FRANKO ,SLO,10,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10858, Delphine MARTIN ,FRA,11,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10859, Katja VIDMAR ,SLO,12,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10860, Maja STREMFELJ ,SLO,13,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10861, Damaris KNORR ,GER,14,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10862, Mélanie SON ,FRA,15,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10863, Stéphanie LOUIS ,SUI,16,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10864, Martina CUFAR ,SLO,17,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10865, Li-ping HUANG ,CHN,18,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10866, Emmanuelle RAVEYRE ,FRA,19,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10867, Tereza KYSILKOVA ,CZE,20,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10868, Eva ELEZ ,ESP,21,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10869, Linn Karin STENDAL ,NOR,22,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10870, Aurelie DIDILLION ,FRA,23,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10871, Ingela NILSSON ,SWE,24,UIAA Worldcup - Valence (FRA) 2003,lead,Women
10872, Emeline TESO ,FRA,25,UIAA Worldcup - Valence (FRA) 2003,lead,Women
