,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
9862, Mattea PÖTZI ,AUT,1,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9863, Giorgia TESIO ,ITA,2,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9864, Clothilde MORIN ,FRA,3,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9865, Giulia MEDICI ,ITA,4,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9866, Laura STÖCKLER ,AUT,5,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9867, Lucia DÖRFFEL ,GER,6,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9868, Julia MEIJER ,NED,7,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9869, Viktoria PODOLAN ,AUT,8,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9870, Elisa LAURETANO ,ITA,9,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9871, Mariia YURINA ,RUS,10,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9872, Silvia BARRETT ,SWE,11,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9873, Ysa RAKESTRAW ,NED,12,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9874, Tiba VROOM ,NED,13,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9875, Lynn VAN DER MEER ,NED,14,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9876, Roxana WIENAND ,GER,15,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9877, Juliette BEER ,FRA,16,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9878, Mariana ALMEIDA ,POR,17,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9879, Jana ONDREJOVA ,CZE,18,European Youth Cup (B) - Delft (NED) 2018,boulder,Juniors Female
9880, Flavy COHAUT ,FRA,1,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9881, Solene MOREAU ,FRA,2,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9882, Lucka RAKOVEC ,SLO,3,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9883, Sandra LETTNER ,AUT,4,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9884, Laura LAMMER ,AUT,5,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9885, Frederike FELL ,GER,6,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9886, Zoé EGLI ,SUI,7,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9887, Vanda MICHALKOVA ,SVK,8,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9888, Luisa FLOHÉ ,GER,9,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9889, Aida TORRES ILLAMOLA ,ESP,10,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9890, Eliska ADAMOVSKA ,CZE,11,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9891, Rut MONSECH GASCA ,ESP,12,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9892, Tetiana ZAIETS ,UKR,13,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9893, Lisa HARDIQUEST ,BEL,14,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9894, Ana Belén ARGUDO MARUGAN ,ESP,15,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9895, Valentine MANGIN  ,FRA,15,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9896, Celina SCHOIBL ,AUT,17,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9897, Amelie KÜHNE ,GER,18,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9898, Pia CULJAK ,CRO,19,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9899, Miriam FOGU ,ITA,20,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9900, Petra CAMPANA ,ITA,21,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9901, Jana SANIN ,ITA,22,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9902, Lucie VAILLANT BULTEL ,FRA,23,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9903, Camille DE WIT ,BEL,24,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9904, Natalie ABLINGER ,AUT,25,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9905, Ine VAN ZEGBROECK ,BEL,26,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9906, Olimpia ARIANI ,ITA,27,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9907, Pleun FRANK ,NED,28,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9908, Charlène TILBORGHS ,BEL,29,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9909, Isabelle VAN DER HEIJDEN ,NED,30,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9910, Käthe ATKINS ,GER,31,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9911, Yael BAHARAD ,ISR,32,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9912, Skruskopa LAURA ,LAT,33,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9913, Yula GOLD ,ISR,34,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9914, Telma SANTOS ,POR,34,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9915, Isabella Prehn NYHUUS ,DEN,36,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9916, Mona JENEWEIN ,AUT,37,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9917, Mette VAN LIEMPD ,NED,38,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth A Female
9918, Naïlé MEIGNAN ,FRA,1,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9919, Stephanie LEITNER ,AUT,2,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9920, Matilda COLLINS ,GBR,3,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9921, Lucija TARKUS ,SLO,4,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9922, Julia LOTZ ,AUT,5,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9923, Adelaide D'ADDARIO ,ITA,6,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9924, Anna LECHNER ,GER,7,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9925, Letija FAJFAR ,SLO,8,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9926, Betka DEBEVEC ,SLO,9,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9927, Lena LOSINSKYJ ,AUT,10,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9928, Paola NEAL-FAGAN ,IRL,11,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9929, Pauline OURY ,BEL,12,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9930, Lucija BRKIĆ ,CRO,13,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9931, Lili CORNELY ,GER,14,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9932, Dominika KODRA ,SLO,15,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9933, Katherine MACDOUGALL ,GBR,16,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9934, Eliska BULENOVA ,CZE,17,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9935, Lucie WATILLON ,BEL,18,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9936, Lucia MIRANDA CID ,ESP,19,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9937, Marketa JANOSOVA ,CZE,20,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9938, Eliška HOBZOVÁ ,CZE,21,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9939, Ariadna HERRANZ GONZÁLEZ ,ESP,22,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9940, Caterina DAL ZOTTO ,ITA,23,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9941, Tereza SIRUCKOVA ,CZE,24,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9942, Irina DAZIANO ,ITA,25,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9943, Beatrice COLLI ,ITA,26,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9944, Lisa KLEM ,NED,27,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9945, Ilia WIELAND ,SUI,28,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9946, Ksenija DOBRŽINSKA ,LAT,29,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9947, Nore PELLENS ,BEL,30,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9948, Anja KÖHLER  ,BRA,31,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9949, Franziska RITTER ,GER,32,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9950, Yulia VOLCHEK ,ISR,33,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9951, Edith SAVENIJE ,NED,34,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9952, Anna DE SOUZA ,IRL,35,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9953, Ruby WOOD ,GBR,36,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9954, Tine WALRAEVENS ,BEL,37,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9955, Emilie PUPKO ,ISR,38,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9956, Amber SCHIFFELEERS ,NED,39,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9957, Lies VAN RAAIJ ,NED,40,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9958, Megan WYATT ,GBR,41,European Youth Cup (B) - Delft (NED) 2018,boulder,Youth B Female
9959, Filip SCHENK ,ITA,1,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9960, Mathias POSCH ,AUT,2,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9961, David OBERPRANTACHER ,ITA,3,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9962, Pietro BIAGINI ,ITA,4,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9963, Adrien LEMAIRE ,FRA,5,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9964, Dylan CHUAT ,SUI,6,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9965, Nicolai UZNIK ,AUT,7,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9966, Kieran FORREST ,GBR,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9967, Jakub KONECNY ,CZE,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9968, Mikel Asier LINACISORO MOLINA ,ESP,10,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9969, Vojtech TROJAN ,CZE,11,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9970, David PICCOLRUAZ ,ITA,12,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9971, Eloi PERETTI ,FRA,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9972, Klemen NOVAK ,SLO,14,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9973, Benjamin PRESTON ,GBR,15,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9974, Philipp GEISENHOFF ,SUI,16,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9975, Guillem MONSECH GASCA ,ESP,16,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9976, Jorge DÍAZ-RULLO CALVO ,ESP,18,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9977, Moritz SIGMUND ,ITA,19,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9978, Ondřej HAŠEK ,CZE,20,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9979, Matteo MANZONI ,ITA,21,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9980, Tomáš LUKÁŠEK ,CZE,22,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9981, Mykhayil TKACHUK ,UKR,23,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Male
9982, Luka POTOCAR ,SLO,1,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9983, Alistair DUVAL ,FRA,2,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9984, Julien CLÉMENCE ,SUI,3,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9985, Alberto GINÉS LÓPEZ ,ESP,4,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9986, Stefan SCHERZ ,AUT,5,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9987, Nicolò BALDUCCI ,ITA,6,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9988, Davide Marco COLOMBO ,ITA,7,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9989, Jonas BRANDENBURGER ,GER,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9990, Andrej POLAK ,SLO,9,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9991, Eneko CARRETERO CRUZ ,ESP,10,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9992, Ziga ZAJC ,SLO,11,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9993, Andoni ESPARTA FRADE ,ESP,12,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9994, Joshua FOURTEAU ,FRA,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9995, Louis GUNDOLF ,AUT,14,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9996, Simon POTUCEK ,CZE,15,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9997, Resnik ALJAZ ,SLO,16,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9998, Felix KIEM ,ITA,17,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
9999, Nino GRÜNENFELDER ,SUI,18,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10000, Mischa RADT ,NED,19,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10001, Roman NEUWIRTH ,AUT,20,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10002, Emilien CASADO ,FRA,21,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10003, Peter KURIC ,SVK,22,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10004, Jules MARCHALAND ,FRA,23,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10005, Giovanni PLACCI ,ITA,24,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10006, Stepan POTUCEK ,CZE,25,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10007, Johannes HOFHERR ,AUT,26,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10008, Jakub ZIETEK ,POL,27,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10009, Luis FUNK ,GER,28,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10010, Sascha SCHWOB ,SUI,29,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10011, Jiri CHURAVY ,CZE,30,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10012, Albert MUSIL ,CZE,31,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10013, Matteo ZURLONI ,ITA,32,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10014, Jonathan BROWN ,SUI,33,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10015, Robert COOK ,GBR,34,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10016, Ton CASAS MUR ,ESP,35,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10017, Pablo RODRÍGUEZ SALAS ,ESP,36,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Male
10018, Ondrej SLEZAK ,CZE,1,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10019, Fabrice ROHNER ,SUI,2,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10020, Eliot BARNABÉ ,FRA,3,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10021, Michel SIEDLER ,GER,4,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10022, Ties VANCRAEYNEST ,BEL,5,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10023, Louison BURTIN ,FRA,6,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10024, Anej BATAGELJ ,SLO,7,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10025, Vivian FUMEAUX ,SUI,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10026, Daniel SMITH ,GBR,9,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10027, Thomas PODOLAN ,AUT,10,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10028, Giorgio TOMATIS ,ITA,11,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10029, Illia MANIAKIN ,UKR,12,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10030, Emil ZIMMERMANN ,GER,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10031, Michele BONO ,ITA,14,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10032, Jonas UTELLI ,SUI,14,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10033, Cedric Lluc MILLES ,GER,16,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10034, Bine MEKE ,SLO,17,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10035, Marek JELIGA ,CZE,18,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10036, Philipp KUCZORA ,GER,19,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10037, Grega VERBUC ,SLO,20,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10038, Jachym CINK ,CZE,21,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10039, Maximilian LENZ ,AUT,22,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10040, Timotej ROMŠAK ,SLO,23,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10041, Yannis GAUTIER ,FRA,24,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10042, Jonathan KIEM ,ITA,25,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10043, Nicolò SARTIRANA ,ITA,25,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10044, Lukas ZGRAGGEN ,SUI,25,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10045, Lukas DOLECEK ,CZE,28,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10046, Ynze VISSER ,NED,28,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10047, Jan GURBA ,POL,30,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10048, Nimród Sebestyén TUSNÁDY  ,HUN,30,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10049, David ZINSLER ,AUT,30,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10050, Andreas HOFHERR ,AUT,33,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10051, Finn HAYWARD ,GBR,34,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10052, Filip KURTOVIĆ ,CRO,35,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Male
10053, Vita LUKAN ,SLO,1,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10054, Giorgia TESIO ,ITA,2,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10055, Mia KRAMPL ,SLO,3,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10056, Michelle HULLIGER ,SUI,4,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10057, Eva Maria HAMMELMÜLLER ,AUT,5,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10058, Laura STÖCKLER ,AUT,6,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10059, Nina ARTHAUD ,FRA,7,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10060, Léna GROSPIRON ,FRA,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10061, Mattea PÖTZI ,AUT,9,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10062, Lana SKUSEK ,SLO,10,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10063, Lenka SLEZAKOVA ,CZE,11,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10064, Léa DELACQUIS ,FRA,12,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10065, Lynn VAN DER MEER ,NED,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10066, Muriel RUÍZ DE LARRAMENDI ARANGOA ,ESP,14,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10067, Cathinka TILBORGHS ,BEL,15,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Juniors Female
10068, Laura ROGORA ,ITA,1,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10069, Lucka RAKOVEC ,SLO,2,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10070, Maja RUDKA ,POL,3,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10071, Hannah HERMANN ,SUI,4,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10072, Camille POUGET ,FRA,5,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10073, Zoé EGLI ,SUI,6,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10074, Eliska ADAMOVSKA ,CZE,7,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10075, Jana RAUTH ,AUT,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10076, Chiara SCHAFFERER ,AUT,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10077, Sandra LETTNER ,AUT,10,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10078, Laura LAMMER ,AUT,11,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10079, Celina SCHOIBL ,AUT,12,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10080, Elisabeth LARDSCHNEIDER ,ITA,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10081, Sara MORANDINI ,ITA,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10082, Eliska NOVOTNA ,CZE,13,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10083, Mia Stöver WOLLEBAEK ,NOR,16,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10084, Sophie MC CARRON ,FRA,17,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10085, Olimpia ARIANI ,ITA,18,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10086, Lisa CHERBLANC ,FRA,19,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10087, Vana PICCINI ,CRO,20,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10088, Aleksandra KALUCKA ,POL,21,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10089, Jana MESSNER ,ITA,22,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10090, Sara WERTHMÜLLER ,SUI,23,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10091, Sasa BRODEJ ,SLO,24,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10092, Ema STOPAR ,SLO,25,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10093, Charlène TILBORGHS ,BEL,26,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10094, Helen DANCO ,GER,27,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10095, Maria BENACH ZUBERO ,ESP,28,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10096, Ana Belén ARGUDO MARUGAN ,ESP,29,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10097, Natalia KALUCKA ,POL,30,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10098, Jana SANIN ,ITA,30,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10099, Rut MONSECH GASCA ,ESP,32,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10100, Pia CULJAK ,CRO,33,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth A Female
10101, Lucija TARKUS ,SLO,1,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10102, Luce DOUADY ,FRA,2,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10103, Saula LERONDEL ,FRA,3,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10104, Julia LOTZ ,AUT,4,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10105, Emilia WARENSKI ,AUT,5,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10106, Letija FAJFAR ,SLO,6,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10107, Joëlle NIEDERBERGER ,SUI,7,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10108, Marketa JANOSOVA ,CZE,8,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10109, Naïlé MEIGNAN ,FRA,9,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10110, Lela HENTSCHEL ,SUI,10,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10111, Nika POTAPOVA ,UKR,11,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
10112, Ema SELIŠKAR ,SLO,12,European Youth Cup (L) - Bruneck (ITA) 2018,lead,Youth B Female
