,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
1265, Jean Paul FINNE ,BEL,32,UIAA Worldcup - Laval 1992,lead,Men
1266, Stefan FÜRST ,AUT,32,UIAA Worldcup - Laval 1992,lead,Men
1267, Kurt SMITH ,USA,32,UIAA Worldcup - Laval 1992,lead,Men
1268, Benjamin MAZUER ,FRA,36,UIAA Worldcup - Laval 1992,lead,Men
1269, Vincent ALBRAND ,FRA,37,UIAA Worldcup - Laval 1992,lead,Men
1270, François COFFY ,FRA,37,UIAA Worldcup - Laval 1992,lead,Men
1271, Florian HAGE ,GER,39,UIAA Worldcup - Laval 1992,lead,Men
1272, Nicolas JAVEL ,FRA,39,UIAA Worldcup - Laval 1992,lead,Men
1273, Anton PACEK ,SVK,39,UIAA Worldcup - Laval 1992,lead,Men
1274, Tony RYAN ,GBR,42,UIAA Worldcup - Laval 1992,lead,Men
1275, Carlos BRASCO ,ESP,43,UIAA Worldcup - Laval 1992,lead,Men
1276, Stuart A. CAMERON ,GBR,43,UIAA Worldcup - Laval 1992,lead,Men
1277, Jaroslav MLYNAR ,CZE,43,UIAA Worldcup - Laval 1992,lead,Men
1278, Aljosa GROM ,SLO,46,UIAA Worldcup - Laval 1992,lead,Men
1279, Christoph BUCHER ,GER,47,UIAA Worldcup - Laval 1992,lead,Men
1280, Stefan BÖSCHENSTEIN ,SUI,47,UIAA Worldcup - Laval 1992,lead,Men
1281, Alberto GNERRO ,ITA,47,UIAA Worldcup - Laval 1992,lead,Men
1282, Robert LEBRETON ,AUS,47,UIAA Worldcup - Laval 1992,lead,Men
1283, Michael SCHLOTTER ,GER,47,UIAA Worldcup - Laval 1992,lead,Men
1284, Tomas SEDLACEK ,CZE,47,UIAA Worldcup - Laval 1992,lead,Men
1285, Zidan STANKO ,SLO,47,UIAA Worldcup - Laval 1992,lead,Men
1286, Luka ZAPLOTNIK ,SLO,47,UIAA Worldcup - Laval 1992,lead,Men
1287, Alv BORGE ,NOR,55,UIAA Worldcup - Laval 1992,lead,Men
1288, Andy DAVIES ,RSA,55,UIAA Worldcup - Laval 1992,lead,Men
1289, Benjamin PIRAPREZ ,BEL,55,UIAA Worldcup - Laval 1992,lead,Men
1290, Will GADD ,CAN,58,UIAA Worldcup - Laval 1992,lead,Men
1291, Kenny MATYS ,USA,58,UIAA Worldcup - Laval 1992,lead,Men
1292, Susi GOOD ,SUI,1,UIAA Worldcup - Laval 1992,lead,Women
1293, Robyn ERBESFIELD ,USA,2,UIAA Worldcup - Laval 1992,lead,Women
1294, Isabelle PATISSIER ,FRA,2,UIAA Worldcup - Laval 1992,lead,Women
1295, Lynn HILL ,USA,4,UIAA Worldcup - Laval 1992,lead,Women
1296, Anna IBANEZ-TUDORAS ,ESP,5,UIAA Worldcup - Laval 1992,lead,Women
1297, Marietta UHDEN ,GER,6,UIAA Worldcup - Laval 1992,lead,Women
1298, Luisa IOVANE ,ITA,7,UIAA Worldcup - Laval 1992,lead,Women
1299, Yulia INOZEMTSEVA ,RUS,8,UIAA Worldcup - Laval 1992,lead,Women
1300, Nanette RAYBAUD ,FRA,9,UIAA Worldcup - Laval 1992,lead,Women
1301, Karin BLESS-REITH ,SUI,10,UIAA Worldcup - Laval 1992,lead,Women
1302, Felicity BUTLER ,GBR,11,UIAA Worldcup - Laval 1992,lead,Women
1303, Isabelle LAFFONT ,FRA,12,UIAA Worldcup - Laval 1992,lead,Women
1304, Natalie RICHER ,FRA,13,UIAA Worldcup - Laval 1992,lead,Women
1305, Mihaela CRACIUN-PANTIS ,ROU,14,UIAA Worldcup - Laval 1992,lead,Women
1306, Ineke DIJKSTRA ,NED,15,UIAA Worldcup - Laval 1992,lead,Women
1307, Rachel FARMER ,GBR,16,UIAA Worldcup - Laval 1992,lead,Women
1308, Marie-annick PIAT ,FRA,17,UIAA Worldcup - Laval 1992,lead,Women
1309, Shelly PRESSON ,USA,17,UIAA Worldcup - Laval 1992,lead,Women
1310, Venera CHERESHNEVA ,RUS,19,UIAA Worldcup - Laval 1992,lead,Women
1311, Iwona GRONKIEWICZ-MARCISZ ,POL,19,UIAA Worldcup - Laval 1992,lead,Women
1312, Metka LUKANCIC ,SLO,19,UIAA Worldcup - Laval 1992,lead,Women
1313, Alison OSIUS ,USA,19,UIAA Worldcup - Laval 1992,lead,Women
1314, Susan PRICE ,USA,19,UIAA Worldcup - Laval 1992,lead,Women
1315, Catherine VALLET ,FRA,19,UIAA Worldcup - Laval 1992,lead,Women
1316, Agnès BRARD ,FRA,25,UIAA Worldcup - Laval 1992,lead,Women
1317, Laurence GUYON ,FRA,25,UIAA Worldcup - Laval 1992,lead,Women
1318, Marina KLEONOVA ,RUS,25,UIAA Worldcup - Laval 1992,lead,Women
1319, Marie GUILLET ,FRA,28,UIAA Worldcup - Laval 1992,lead,Women
1320, Marie Claire GONTHARET ,FRA,29,UIAA Worldcup - Laval 1992,lead,Women
1321, Catherine MUSSO ,FRA,29,UIAA Worldcup - Laval 1992,lead,Women
1322, Georgia PHIPPS ,USA,31,UIAA Worldcup - Laval 1992,lead,Women
1323, Tamara SCHLEMMER ,GER,31,UIAA Worldcup - Laval 1992,lead,Women
1324, Anne ARRAN ,GBR,33,UIAA Worldcup - Laval 1992,lead,Women
1325, Magali BONHOURE ,FRA,33,UIAA Worldcup - Laval 1992,lead,Women
1326, Corinne LABRUNE ,FRA,33,UIAA Worldcup - Laval 1992,lead,Women
1327, Clara PUYADAS-MAYO ,ESP,33,UIAA Worldcup - Laval 1992,lead,Women
1328, Mirjam VERBEEK ,NED,33,UIAA Worldcup - Laval 1992,lead,Women
1329, Marianne BERGER ,FRA,38,UIAA Worldcup - Laval 1992,lead,Women
1330, Ruth JENKINS ,GBR,39,UIAA Worldcup - Laval 1992,lead,Women
1331, Svetlana LIKHOVA ,RUS,39,UIAA Worldcup - Laval 1992,lead,Women
1332, Olga BIBIK ,RUS,41,UIAA Worldcup - Laval 1992,lead,Women
1333, Esther BULLIDO-GOMEZ ,ESP,41,UIAA Worldcup - Laval 1992,lead,Women
1334, Nancy FEAGIN ,USA,43,UIAA Worldcup - Laval 1992,lead,Women
1335, Isabelle PALLE ,FRA,43,UIAA Worldcup - Laval 1992,lead,Women
1336, Delyth GOODEY ,GBR,45,UIAA Worldcup - Laval 1992,lead,Women
1337, Nevenka OSREDKAR ,SLO,45,UIAA Worldcup - Laval 1992,lead,Women
1338, Allis CULLEN ,CAN,47,UIAA Worldcup - Laval 1992,lead,Women
1339, Lise NOEL ,FRA,47,UIAA Worldcup - Laval 1992,lead,Women
1340, Jean-baptiste TRIBOUT ,FRA,1,UIAA Worldcup - Birmingham 1992,lead,Men
1341, François PETIT ,FRA,2,UIAA Worldcup - Birmingham 1992,lead,Men
1342, Elie CHEVIEUX ,SUI,3,UIAA Worldcup - Birmingham 1992,lead,Men
1343, Luca ZARDINI ,ITA,3,UIAA Worldcup - Birmingham 1992,lead,Men
1344, Frédéric COROLLER ,FRA,5,UIAA Worldcup - Birmingham 1992,lead,Men
1345, Guido KÖSTERMEYER ,GER,6,UIAA Worldcup - Birmingham 1992,lead,Men
1346, Vincent ALBRAND ,FRA,7,UIAA Worldcup - Birmingham 1992,lead,Men
1347, Patxi AROCENA ,ESP,8,UIAA Worldcup - Birmingham 1992,lead,Men
1348, Christoph FINKEL ,GER,9,UIAA Worldcup - Birmingham 1992,lead,Men
1349, Fabien MAZUER ,FRA,9,UIAA Worldcup - Birmingham 1992,lead,Men
1350, Faycal NATECH ,FRA,9,UIAA Worldcup - Birmingham 1992,lead,Men
1351, Severino SCASSA ,ITA,9,UIAA Worldcup - Birmingham 1992,lead,Men
1352, François LEGRAND ,FRA,13,UIAA Worldcup - Birmingham 1992,lead,Men
1353, Luca GIUPPONI ,ITA,14,UIAA Worldcup - Birmingham 1992,lead,Men
1354, Salavat RAKHMETOV ,RUS,15,UIAA Worldcup - Birmingham 1992,lead,Men
1355, Jim KARN ,USA,16,UIAA Worldcup - Birmingham 1992,lead,Men
1356, Yuji HIRAYAMA ,JPN,17,UIAA Worldcup - Birmingham 1992,lead,Men
1357, Tony RYAN ,GBR,17,UIAA Worldcup - Birmingham 1992,lead,Men
1358, Christoph BUCHER ,GER,19,UIAA Worldcup - Birmingham 1992,lead,Men
1359, Ian VICKERS ,GBR,19,UIAA Worldcup - Birmingham 1992,lead,Men
1360, Stuart A. CAMERON ,GBR,21,UIAA Worldcup - Birmingham 1992,lead,Men
1361, Doug ENGLEKIRK ,USA,21,UIAA Worldcup - Birmingham 1992,lead,Men
1362, Jean Paul FINNE ,BEL,21,UIAA Worldcup - Birmingham 1992,lead,Men
1363, Stefan FÜRST ,AUT,21,UIAA Worldcup - Birmingham 1992,lead,Men
1364, Evgeny OVCHINNIKOV ,RUS,21,UIAA Worldcup - Birmingham 1992,lead,Men
1365, Pavel SAMOILINE ,RUS,21,UIAA Worldcup - Birmingham 1992,lead,Men
1366, Nicola SARTORI ,ITA,21,UIAA Worldcup - Birmingham 1992,lead,Men
1367, Daniel ANDRADA JIMENEZ ,ESP,28,UIAA Worldcup - Birmingham 1992,lead,Men
1368, Klaus BÜCHELE ,GER,29,UIAA Worldcup - Birmingham 1992,lead,Men
1369, Andrew SWANN ,GBR,29,UIAA Worldcup - Birmingham 1992,lead,Men
1370, Robert LEBRETON ,AUS,31,UIAA Worldcup - Birmingham 1992,lead,Men
1371, Txema GOMEZ ,ESP,32,UIAA Worldcup - Birmingham 1992,lead,Men
1372, John ARRAN ,GBR,33,UIAA Worldcup - Birmingham 1992,lead,Men
1373, Michael LEA ,GBR,33,UIAA Worldcup - Birmingham 1992,lead,Men
1374, François LOMBARD ,FRA,33,UIAA Worldcup - Birmingham 1992,lead,Men
1375, Günther UNTERRAINER ,AUT,36,UIAA Worldcup - Birmingham 1992,lead,Men
1376, Carlos BRASCO ,ESP,37,UIAA Worldcup - Birmingham 1992,lead,Men
1377, Aljosa GROM ,SLO,37,UIAA Worldcup - Birmingham 1992,lead,Men
1378, Tony MITCHELL ,GBR,37,UIAA Worldcup - Birmingham 1992,lead,Men
1379, Johnny SCHELKER ,SUI,40,UIAA Worldcup - Birmingham 1992,lead,Men
1380, Jean CABARET ,FRA,41,UIAA Worldcup - Birmingham 1992,lead,Men
1381, Christian GRIFFITH ,USA,41,UIAA Worldcup - Birmingham 1992,lead,Men
1382, Marc IVORRA ,FRA,41,UIAA Worldcup - Birmingham 1992,lead,Men
1383, Nick SELLARS ,GBR,41,UIAA Worldcup - Birmingham 1992,lead,Men
1384, Damien YOU ,FRA,41,UIAA Worldcup - Birmingham 1992,lead,Men
1385, O. ROUMEGOUX ,FRA,46,UIAA Worldcup - Birmingham 1992,lead,Men
1386, Mathieu DUTRAY ,FRA,47,UIAA Worldcup - Birmingham 1992,lead,Men
1387, J. SHARPE ,GBR,47,UIAA Worldcup - Birmingham 1992,lead,Men
1388, Johan MUS ,BEL,49,UIAA Worldcup - Birmingham 1992,lead,Men
1389, Glenn SUTCLIFFE ,GBR,49,UIAA Worldcup - Birmingham 1992,lead,Men
1390, Aymar DE RUGY ,FRA,51,UIAA Worldcup - Birmingham 1992,lead,Men
1391, Frank SAETRE ,NOR,51,UIAA Worldcup - Birmingham 1992,lead,Men
1392, Javier CARRERAS PORTELA ,ESP,53,UIAA Worldcup - Birmingham 1992,lead,Men
1393, Robert CASPERSEN ,NOR,53,UIAA Worldcup - Birmingham 1992,lead,Men
1394, Hakon HANSEN ,NOR,53,UIAA Worldcup - Birmingham 1992,lead,Men
1395, Evan WIERCX ,RSA,53,UIAA Worldcup - Birmingham 1992,lead,Men
1396, Philippe LELOUP ,BEL,57,UIAA Worldcup - Birmingham 1992,lead,Men
1397, Lionel CLAY ,NZL,58,UIAA Worldcup - Birmingham 1992,lead,Men
1398, Andy DAVIES ,RSA,58,UIAA Worldcup - Birmingham 1992,lead,Men
1399, X. KATYS ,CAN,60,UIAA Worldcup - Birmingham 1992,lead,Men
1400, Steven BRADSHAW ,RSA,61,UIAA Worldcup - Birmingham 1992,lead,Men
1401, Lynn HILL ,USA,1,UIAA Worldcup - Birmingham 1992,lead,Women
1402, Isabelle PATISSIER ,FRA,2,UIAA Worldcup - Birmingham 1992,lead,Women
1403, Susi GOOD ,SUI,3,UIAA Worldcup - Birmingham 1992,lead,Women
1404, Robyn ERBESFIELD ,USA,4,UIAA Worldcup - Birmingham 1992,lead,Women
1405, Nanette RAYBAUD ,FRA,4,UIAA Worldcup - Birmingham 1992,lead,Women
1406, Marietta UHDEN ,GER,6,UIAA Worldcup - Birmingham 1992,lead,Women
1407, Anna IBANEZ-TUDORAS ,ESP,7,UIAA Worldcup - Birmingham 1992,lead,Women
1408, Yulia INOZEMTSEVA ,RUS,8,UIAA Worldcup - Birmingham 1992,lead,Women
1409, Natalie RICHER ,FRA,9,UIAA Worldcup - Birmingham 1992,lead,Women
1410, Luisa IOVANE ,ITA,10,UIAA Worldcup - Birmingham 1992,lead,Women
1411, Laurence GUYON ,FRA,11,UIAA Worldcup - Birmingham 1992,lead,Women
1412, Karin BLESS-REITH ,SUI,12,UIAA Worldcup - Birmingham 1992,lead,Women
1413, Catherine GLOESENER ,BEL,13,UIAA Worldcup - Birmingham 1992,lead,Women
1414, Agnès BRARD ,FRA,14,UIAA Worldcup - Birmingham 1992,lead,Women
1415, Rachel FARMER ,GBR,15,UIAA Worldcup - Birmingham 1992,lead,Women
1416, Felicity BUTLER ,GBR,16,UIAA Worldcup - Birmingham 1992,lead,Women
1417, Shelly PRESSON ,USA,17,UIAA Worldcup - Birmingham 1992,lead,Women
1418, Raffaella VALSECCHI ,ITA,17,UIAA Worldcup - Birmingham 1992,lead,Women
1419, Ruth JENKINS ,GBR,19,UIAA Worldcup - Birmingham 1992,lead,Women
1420, Catherine VALLET ,FRA,19,UIAA Worldcup - Birmingham 1992,lead,Women
1421, Anne ARRAN ,GBR,21,UIAA Worldcup - Birmingham 1992,lead,Women
1422, Corinne LABRUNE ,FRA,21,UIAA Worldcup - Birmingham 1992,lead,Women
1423, Ineke DIJKSTRA ,NED,23,UIAA Worldcup - Birmingham 1992,lead,Women
1424, Unda TOSSEBRO ,NOR,23,UIAA Worldcup - Birmingham 1992,lead,Women
1425, Marie-annick PIAT ,FRA,25,UIAA Worldcup - Birmingham 1992,lead,Women
1426, Isabelle LAFFONT ,FRA,26,UIAA Worldcup - Birmingham 1992,lead,Women
1427, Delyth GOODEY ,GBR,27,UIAA Worldcup - Birmingham 1992,lead,Women
1428, Naomi GUY ,GBR,27,UIAA Worldcup - Birmingham 1992,lead,Women
1429, Tamara SCHLEMMER ,GER,27,UIAA Worldcup - Birmingham 1992,lead,Women
1430, Dalvinder SODHI ,GBR,30,UIAA Worldcup - Birmingham 1992,lead,Women
1431, Lucy CREAMER ,GBR,31,UIAA Worldcup - Birmingham 1992,lead,Women
1432, Glenda HUXTER ,GBR,31,UIAA Worldcup - Birmingham 1992,lead,Women
1433, Safina MEAH ,GBR,31,UIAA Worldcup - Birmingham 1992,lead,Women
1434, Esther BULLIDO-GOMEZ ,ESP,34,UIAA Worldcup - Birmingham 1992,lead,Women
1435, Gill LOVICK ,GBR,35,UIAA Worldcup - Birmingham 1992,lead,Women
1436, Carolyn YOUNG ,GBR,36,UIAA Worldcup - Birmingham 1992,lead,Women
1437, Eve PRICKETT ,GBR,37,UIAA Worldcup - Birmingham 1992,lead,Women
1438, Clara PUYADAS-MAYO ,ESP,37,UIAA Worldcup - Birmingham 1992,lead,Women
1439, Karin MAGOG ,GBR,39,UIAA Worldcup - Birmingham 1992,lead,Women
1440, Angela SOPER ,GBR,39,UIAA Worldcup - Birmingham 1992,lead,Women
1441, Tracy HARRISON ,GBR,41,UIAA Worldcup - Birmingham 1992,lead,Women
1442, Metka LUKANCIC ,SLO,41,UIAA Worldcup - Birmingham 1992,lead,Women
1443, Therese NOST ,NOR,41,UIAA Worldcup - Birmingham 1992,lead,Women
1444, Allis CULLEN ,CAN,44,UIAA Worldcup - Birmingham 1992,lead,Women
1445, Anne MURRAY ,GBR,45,UIAA Worldcup - Birmingham 1992,lead,Women
1446, Pavel SAMOILINE ,RUS,1,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1447, Faycal NATECH ,FRA,2,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1448, Elie CHEVIEUX ,SUI,3,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1449, Ian VICKERS ,GBR,3,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1450, Yves PHILIPONA ,SUI,5,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1451, Samuel BIE ,FRA,6,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1452, Florian HAGE ,GER,6,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1453, Reto BURGENER ,SUI,8,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1454, Clemens LOSKOT ,AUT,9,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1455, Radek ULLMANN ,CZE,10,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1456, Marek HAVLIK ,CZE,11,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1457, Malcolm SMITH ,GBR,12,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1458, Damien YOU ,FRA,13,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1459, Christian CORE ,ITA,14,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1460, Alexandre DEVAUD ,SUI,15,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1461, Aljosa GROM ,SLO,16,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1462, Stuart A. CAMERON ,GBR,17,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1463, Yann ROLLAND ,FRA,18,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1464, Stanko ZIDAN ,SLO,19,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1465, Luka ZAPLOTNIK ,SLO,20,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1466, Matej POHORSKY ,CZE,21,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1467, Patrick LANNERS ,BEL,22,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1468, Paul GIERES ,LUX,23,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1469, Gunnar BEILKE ,GER,24,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1470, Jean-françois CLOOTS ,BEL,25,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1471, Jean-françois ROBA ,BEL,26,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1472, Miroslav STOLICNY ,CZE,27,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1473, Mauro CALIBANI ,ITA,28,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1474, Ruslan MALAMID ,RUS,29,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1475, Thierry BIENFAISANT ,BEL,30,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1476, Tae-woo KWAK ,KOR,31,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1477, Maurizio RAVIOLO ,ITA,32,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1478, Mathieu GUILLET ,FRA,33,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1479, Mathew SMITH ,GBR,34,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1480, Christian ZWAHLEN ,SUI,34,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1481, Sie-bum OH ,KOR,36,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1482, Jörg PFLUGMACHER ,GER,36,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1483, Tino KOHBACH ,GER,38,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1484, Paul BOBOC ,ROU,39,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1485, Marius ONIGA ,ROU,40,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1486, Bouke JACOBS ,NED,41,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1487, Tom KUGENER ,LUX,42,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1488, Craig BERMAN ,USA,43,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1489, Daan VAN DORENMALEN ,NED,44,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1490, Bartek KOZINA ,POL,45,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1491, Andrea GELFI ,ITA,46,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Male
1492, François PETIT ,FRA,1,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1493, Fabien MAZUER ,FRA,2,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1494, Antoine PECHER ,FRA,3,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1495, Kevin GONZALAS ,USA,4,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1496, Daniel DU LAC ,FRA,5,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1497, Andy OUTIS ,USA,6,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1498, Sergey PODOLKHOV ,RUS,7,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1499, Marcello BRUCCINI ,ITA,8,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1500, Uros PERKO ,SLO,9,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1501, Hector DELCAMPO ,BEL,10,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1502, Konstantin LESEVTSEV ,RUS,11,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1503, Oscar AMICI ,ITA,12,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1504, Vasiliy NESTERENKO ,RUS,12,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1505, Michael DORFLEITNER ,GER,14,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1506, Alvise MARIO ,ITA,15,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1507, Istvan MARTINCZAK ,HUN,16,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1508, Marcin WROBEL ,POL,16,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1509, Enrico SANGANAS ,GER,18,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1510, Roland DÜSEL ,SUI,19,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1511, Ief SPINCEMAILLE ,BEL,20,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1512, Hans-christian LEIGGENER ,SUI,21,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1513, Pascal GISLER ,SUI,22,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1514, Gregor SELICA ,SLO,23,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1515, Christophe GHESQUIERE ,BEL,24,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1516, Ionel ENE ,ROU,25,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1517, Jeroen JONGENEELEN ,NED,26,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1518, Hansjörg BARTH ,GER,27,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1519, Paul DE LEER ,NED,28,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1520, Anze SANCA ,SLO,28,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1521, Moritz SCHMID ,SUI,30,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1522, Zoltan SZABO ,HUN,30,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1523, Alexsey VODOLAZSKIY ,UKR,30,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1524, György KOVACS ,HUN,33,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1525, Marcin WOJCIK ,POL,34,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1526, Alessandro BALEN ,ITA,35,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1527, Vasiliy MILTCHEVSKY ,RUS,36,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1528, Mito SINKOVEC ,SLO,37,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1529, Florian ZECH ,GER,38,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Male
1530, Laurent LANNERS ,BEL,1,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1531, Olaw MAINARDI ,ITA,2,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1532, Jimmy DUBUISSON ,FRA,3,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1533, David MARNEZI ,FRA,4,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1534, Aleksey SHALYGIN ,RUS,5,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1535, Niki ROGIERS ,BEL,6,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1536, Wouter JONGENEELEN ,NED,7,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1537, Maksym PETRENKO ,UKR,8,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1538, Rene BENKO ,AUT,9,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1539, Urh CEHOVIN ,SLO,10,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1540, Pim SJAMAAR ,NED,11,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1541, Lionel CATSOYANNIS ,FRA,12,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1542, Jure BURJAK ,SLO,13,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1543, Stéphane ROGUET ,FRA,13,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1544, Evgeny ZOMAREV ,UKR,13,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1545, Brian CORRADINI ,ITA,16,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1546, Davor VELIKANJE ,SLO,17,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1547, Andry KORNEEV ,UKR,18,UIAA Youth Worldchampionship - Basel 1992,lead,Youth B Male
1548, Muriel SARKANY ,BEL,1,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1549, Natasa STRITIH ,SLO,2,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1550, Catherine MUSSO ,FRA,3,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1551, Svetlana SUTKINA ,RUS,4,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1552, Olga ARMASHOVA ,RUS,5,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1553, Nadège TUCCIO ,FRA,6,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1554, Lea MARIO ,ITA,7,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1555, Suzanne MULDER ,NED,7,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1556, Eva DE LEER ,NED,9,UIAA Youth Worldchampionship - Basel 1992,lead,Juniors Female
1557, Olga BIBIK ,RUS,1,UIAA Youth Worldchampionship - Basel 1992,lead,Youth A Female
